UW Year,Loss Date,Reported Date,Last Trans Date,Paid Loss,Outstanding Reserve,Incurred Loss,Status
2016,16/09/2017,10/10/2017,11/10/2017,522.81,0,522.81,Closed
2016,1/9/2017,10/10/2017,12/10/2017,1391,0,1391,Closed
2016,28/08/2017,11/10/2017,31/10/2017,512.1,0,512.1,Closed
2016,15/09/2017,17/10/2017,27/10/2017,496.65,0,496.65,Closed
2016,27/09/2017,18/10/2017,23/10/2017,129.55,0,129.55,Closed
2016,18/09/2017,19/10/2017,23/10/2017,327.58,0,327.58,Closed
2016,26/09/2017,19/10/2017,23/10/2017,683.21,0,683.21,Closed
2016,7/8/2017,19/10/2017,23/10/2017,134.62,0,134.62,Closed
2016,11/12/2016,19/10/2017,25/10/2017,119.65,0,119.65,Closed
2016,23/10/2017,24/10/2017,30/01/2018,131,0,131,Closed
2016,24/09/2017,27/10/2017,1/11/2017,6505.28,0,6505.28,Closed
2016,24/09/2017,27/10/2017,1/11/2017,832,0,832,Closed
2016,27/10/2017,28/10/2017,22/02/2018,131,0,131,Closed
2016,28/10/2017,28/10/2017,1/2/2018,330,0,330,Closed
2016,17/09/2017,8/11/2017,,0,0,0,Closed
2016,31/10/2017,10/11/2017,17/11/2017,1340.04,0,1340.04,Closed
2016,2/10/2017,13/11/2017,,0,0,0,Closed
2016,11/7/2017,14/11/2017,1/3/2018,978.8,0,978.8,Closed
2016,12/8/2017,14/11/2017,17/11/2017,17.16,0,17.16,Closed
2016,10/9/2017,16/11/2017,,0,0,0,Closed
2016,1/3/2017,16/11/2017,,0,0,0,Closed
2016,17/09/2017,23/11/2017,28/11/2017,638.69,0,638.69,Closed
2016,14/09/2017,24/11/2017,20/02/2018,4026,0,4026,Closed
2016,6/9/2017,29/11/2017,20/12/2017,494.41,0,494.41,Closed
2016,30/10/2017,29/11/2017,5/12/2017,1129,0,1129,Closed
2016,18/10/2017,29/11/2017,22/12/2017,257.09,0,257.09,Closed
2016,17/10/2017,28/11/2017,,0,0,0,Closed
2016,12/4/2017,30/11/2017,,0,0,0,Closed
2016,2/4/2017,30/11/2017,,0,0,0,Closed
2016,9/7/2017,8/12/2017,29/01/2018,149,0,149,Closed
2016,24/10/2017,1/12/2017,4/1/2018,3233.07,0,3233.07,Closed
2016,3/9/2017,2/12/2017,18/12/2017,203.26,0,203.26,Closed
2016,4/1/2017,10/1/2018,18/01/2018,841.45,0,841.45,Closed
2016,23/08/2017,25/01/2018,28/03/2018,8450,0,8450,Closed
2015,26/06/2016,26/08/2021,,0,4,4,Open
2015,5/11/2015,18/11/2015,,0,0,0,Closed
2015,10/11/2015,18/11/2015,8/1/2016,2026.11,0,2026.11,Closed
2015,3/11/2015,25/11/2015,28/01/2016,60.47,0,60.47,Closed
2015,12/12/2015,12/12/2015,27/05/2016,137,0,137,Closed
2015,11/12/2015,21/12/2015,,0,0,0,Closed
2015,10/12/2015,23/12/2015,7/1/2016,102.98,0,102.98,Closed
2015,24/11/2015,22/12/2015,20/01/2016,369,0,369,Closed
2015,7/12/2015,14/01/2016,12/2/2016,646.55,0,646.55,Closed
2015,13/01/2016,13/01/2016,12/5/2016,137,0,137,Closed
2015,13/01/2016,15/01/2016,20/04/2016,4268.21,0,4268.21,Closed
2015,15/01/2016,17/01/2016,12/10/2016,293.98,0,293.98,Closed
2015,18/01/2016,18/01/2016,21/04/2016,300,0,300,Closed
2015,3/12/2015,19/01/2016,1/2/2016,630.98,0,630.98,Closed
2015,18/01/2016,18/01/2016,19/05/2016,1751.49,0,1751.49,Closed
2015,27/01/2016,27/01/2016,5/5/2016,300,0,300,Closed
2015,5/1/2016,27/01/2016,5/2/2016,268,0,268,Closed
2015,27/01/2016,27/01/2016,12/5/2016,137,0,137,Closed
2015,26/12/2015,2/2/2016,,0,0,0,Closed
2015,26/12/2015,3/2/2016,9/2/2016,70,0,70,Closed
2015,28/12/2015,3/2/2016,,0,0,0,Closed
2015,2/11/2015,2/2/2016,19/02/2016,632,0,632,Closed
2015,16/11/2015,2/2/2016,11/4/2016,488.22,0,488.22,Closed
2015,9/12/2015,9/2/2016,,0,0,0,Closed
2015,6/1/2016,11/2/2016,16/02/2016,62.49,0,62.49,Closed
2015,15/01/2016,11/2/2016,16/02/2016,145.95,0,145.95,Closed
2015,29/11/2015,10/2/2016,16/02/2016,432.86,0,432.86,Closed
2015,14/02/2016,15/02/2016,29/03/2016,1799.32,0,1799.32,Closed
2015,14/02/2016,14/02/2016,19/04/2016,365.1,0,365.1,Closed
2015,28/01/2016,12/2/2016,5/8/2016,919,0,919,Closed
2015,3/1/2016,17/02/2016,17/03/2016,5000,0,5000,Closed
2015,5/12/2015,23/02/2016,2/3/2016,1000,0,1000,Closed
2015,27/02/2016,29/02/2016,28/09/2016,25097.77,0,25097.77,Closed
2015,23/02/2016,26/02/2016,23/03/2016,301.39,0,301.39,Closed
2015,25/01/2016,26/02/2016,18/03/2016,233.1,0,233.1,Closed
2015,5/12/2015,7/3/2016,15/03/2016,474.65,0,474.65,Closed
2015,11/2/2016,9/3/2016,15/03/2016,520.4,0,520.4,Closed
2015,4/1/2016,10/3/2016,5/4/2016,6889,0,6889,Closed
2015,14/11/2015,10/3/2016,11/4/2016,2501.41,0,2501.41,Closed
2015,10/2/2016,15/03/2016,22/03/2016,266,0,266,Closed
2015,16/02/2016,15/03/2016,22/03/2016,1453.45,0,1453.45,Closed
2015,30/01/2016,17/03/2016,11/4/2016,1615.64,0,1615.64,Closed
2015,16/02/2016,12/4/2016,2/5/2016,1872.96,0,1872.96,Closed
2015,8/2/2016,12/4/2016,5/5/2016,313,0,313,Closed
2015,23/03/2016,13/04/2016,27/04/2016,850,0,850,Closed
2015,22/03/2016,19/04/2016,19/05/2016,603.76,0,603.76,Closed
2015,29/03/2016,19/04/2016,2/5/2016,348,0,348,Closed
2015,30/03/2016,19/04/2016,2/5/2016,280.93,0,280.93,Closed
2015,8/4/2016,19/04/2016,23/05/2016,890,0,890,Closed
2015,5/2/2016,19/04/2016,27/04/2016,165.95,0,165.95,Closed
2015,30/01/2016,19/04/2016,27/04/2016,19726.5,0,19726.5,Closed
2015,24/03/2016,26/04/2016,12/5/2016,950,0,950,Closed
2015,16/03/2016,27/04/2016,11/5/2016,192.61,0,192.61,Closed
2015,20/04/2016,27/04/2016,12/5/2016,42.61,0,42.61,Closed
2015,31/01/2016,28/04/2016,16/05/2016,168.35,0,168.35,Closed
2015,24/02/2016,5/5/2016,16/05/2016,835.53,0,835.53,Closed
2015,5/4/2016,9/5/2016,8/7/2016,2300,0,2300,Closed
2015,29/02/2016,9/5/2016,27/06/2016,300,0,300,Closed
2015,17/11/2015,10/5/2016,25/05/2016,379.55,0,379.55,Closed
2015,18/04/2016,10/5/2016,20/05/2016,754.01,0,754.01,Closed
2015,16/05/2016,18/05/2016,8/6/2016,836.44,0,836.44,Closed
2015,23/04/2016,18/05/2016,27/05/2016,328.37,0,328.37,Closed
2015,18/05/2016,26/05/2016,2/6/2016,1428.99,0,1428.99,Closed
2015,29/05/2016,29/05/2016,14/11/2016,8150.16,0,8150.16,Closed
2015,1/4/2016,7/6/2016,5/8/2016,1305.08,0,1305.08,Closed
2015,8/6/2016,8/6/2016,15/11/2016,919,0,919,Closed
2015,9/6/2016,13/06/2016,15/11/2016,300,0,300,Closed
2015,15/06/2016,15/06/2016,24/10/2017,7860.78,0,7860.78,Closed
2015,4/6/2016,17/06/2016,30/06/2016,1944,0,1944,Closed
2015,30/05/2016,22/06/2016,6/7/2016,452.49,0,452.49,Closed
2015,21/04/2016,22/06/2016,24/10/2016,115,0,115,Closed
2015,30/05/2016,22/06/2016,28/07/2016,1233.71,0,1233.71,Closed
2015,19/06/2016,23/06/2016,19/09/2016,441.7,0,441.7,Closed
2015,1/5/2016,23/06/2016,,0,0,0,Closed
2015,24/04/2016,27/06/2016,,0,0,0,Closed
2015,27/05/2016,27/06/2016,13/07/2016,825.72,0,825.72,Closed
2015,26/04/2016,27/06/2016,,0,0,0,Closed
2015,16/06/2016,27/06/2016,4/7/2016,1694.88,0,1694.88,Closed
2015,19/01/2016,27/06/2016,5/7/2016,525.39,0,525.39,Closed
2015,1/7/2016,1/7/2016,4/8/2017,627.52,0,627.52,Closed
2015,21/06/2016,4/7/2016,25/07/2016,70.91,0,70.91,Closed
2015,9/6/2016,5/7/2016,8/7/2016,552.7,0,552.7,Closed
2015,4/7/2016,5/7/2016,23/11/2016,1212.99,0,1212.99,Closed
2015,20/06/2016,7/7/2016,19/07/2016,53.27,0,53.27,Closed
2015,25/02/2016,7/7/2016,12/8/2016,279,0,279,Closed
2015,5/7/2016,5/7/2016,3/1/2017,43440.62,0,43440.62,Closed
2015,5/7/2016,5/7/2016,3/1/2017,3500,0,3500,Closed
2015,23/04/2016,13/07/2016,19/07/2016,998.04,0,998.04,Closed
2015,19/07/2016,19/07/2016,24/11/2016,137,0,137,Closed
2015,24/06/2016,22/07/2016,5/8/2016,800,0,800,Closed
2015,18/07/2016,25/07/2016,12/8/2016,1895.47,0,1895.47,Closed
2015,2/7/2016,25/07/2016,10/8/2016,360.11,0,360.11,Closed
2015,8/6/2016,27/07/2016,19/08/2016,1920.17,0,1920.17,Closed
2015,29/07/2016,29/07/2016,28/11/2016,2597.15,0,2597.15,Closed
2015,29/07/2016,29/07/2016,9/11/2016,137,0,137,Closed
2015,22/06/2016,3/8/2016,11/8/2016,277,0,277,Closed
2015,16/07/2016,3/8/2016,8/9/2016,370,0,370,Closed
2015,11/6/2016,4/8/2016,12/8/2016,362.52,0,362.52,Closed
2015,3/8/2016,3/8/2016,17/01/2017,7126.13,0,7126.13,Closed
2015,13/07/2016,5/8/2016,,0,0,0,Closed
2015,17/07/2016,10/8/2016,15/08/2016,450.71,0,450.71,Closed
2015,10/1/2016,16/08/2016,19/08/2016,68,0,68,Closed
2015,14/06/2016,16/08/2016,31/08/2016,2663.94,0,2663.94,Closed
2015,19/08/2016,19/08/2016,28/11/2016,919,0,919,Closed
2015,23/05/2016,23/08/2016,27/04/2017,2180.76,0,2180.76,Closed
2015,23/05/2016,23/08/2016,27/04/2017,250,0,250,Closed
2015,11/8/2016,29/08/2016,27/09/2016,741.82,0,741.82,Closed
2015,1/9/2016,1/9/2016,19/12/2016,300,0,300,Closed
2015,23/03/2016,12/9/2016,20/09/2016,264.48,0,264.48,Closed
2015,22/08/2016,12/9/2016,7/10/2016,153.72,0,153.72,Closed
2015,12/2/2016,13/09/2016,,0,0,0,Closed
2015,11/9/2016,11/9/2016,9/5/2017,2404.23,0,2404.23,Closed
2015,14/09/2016,15/09/2016,1/6/2017,910.85,0,910.85,Closed
2015,22/07/2016,20/09/2016,9/11/2016,237.25,0,237.25,Closed
2015,19/09/2016,19/09/2016,29/11/2016,1267.14,0,1267.14,Closed
2015,8/7/2016,4/10/2016,20/10/2016,509.25,0,509.25,Closed
2015,28/08/2016,10/10/2016,27/10/2016,376.88,0,376.88,Closed
2015,13/07/2016,10/10/2016,19/10/2016,241.42,0,241.42,Closed
2015,9/8/2016,11/10/2016,19/10/2016,23.39,0,23.39,Closed
2015,10/8/2016,10/10/2016,14/10/2016,911.74,0,911.74,Closed
2015,13/10/2016,17/10/2016,15/11/2016,195,0,195,Closed
2015,28/09/2016,19/10/2016,24/10/2016,306.87,0,306.87,Closed
2015,8/5/2016,19/10/2016,21/11/2016,78.15,0,78.15,Closed
2015,9/2/2016,20/10/2016,21/11/2016,61.9,0,61.9,Closed
2015,30/09/2016,24/10/2016,28/10/2016,136.36,0,136.36,Closed
2015,1/10/2016,24/10/2016,3/11/2016,94,0,94,Closed
2015,30/10/2016,30/10/2016,30/05/2017,300,0,300,Closed
2015,4/9/2016,1/11/2016,6/12/2016,248,0,248,Closed
2015,1/11/2016,1/11/2016,4/1/2017,1759.58,0,1759.58,Closed
2015,5/6/2016,1/11/2016,5/1/2017,7383.75,0,7383.75,Closed
2015,4/9/2016,2/11/2016,,0,0,0,Closed
2015,4/9/2016,2/11/2016,15/12/2016,386.84,0,386.84,Closed
2015,23/10/2016,2/11/2016,4/1/2017,1044.29,0,1044.29,Closed
2015,10/10/2016,14/11/2016,1/12/2016,200.89,0,200.89,Closed
2015,10/10/2016,14/11/2016,1/12/2016,138.17,0,138.17,Closed
2015,11/2/2016,15/11/2016,21/11/2016,58.83,0,58.83,Closed
2015,29/07/2016,16/11/2016,23/11/2016,322.69,0,322.69,Closed
2015,20/03/2016,17/11/2016,22/11/2016,141.87,0,141.87,Closed
2015,15/08/2016,17/11/2016,,0,0,0,Closed
2015,21/09/2016,18/11/2016,25/11/2016,1100,0,1100,Closed
2015,28/07/2016,22/11/2016,25/11/2016,957,0,957,Closed
2015,21/10/2016,22/11/2016,29/11/2016,680.42,0,680.42,Closed
2015,21/10/2016,23/11/2016,,0,0,0,Closed
2015,26/08/2016,21/12/2016,9/1/2017,772,0,772,Closed
2015,20/10/2016,21/12/2016,3/10/2017,2349.62,0,2349.62,Closed
2015,20/02/2016,22/12/2016,31/01/2017,10708.59,0,10708.59,Closed
2015,20/09/2016,6/1/2017,10/1/2017,536.44,0,536.44,Closed
2015,17/11/2015,25/01/2017,22/02/2017,3700,0,3700,Closed
2015,9/10/2016,30/01/2017,6/4/2017,4471.46,0,4471.46,Closed
2015,12/9/2016,13/02/2017,16/02/2017,1093,0,1093,Closed
2015,23/10/2016,14/02/2017,20/02/2017,523.37,0,523.37,Closed
2015,19/08/2016,14/02/2017,1/9/2017,3057.2,0,3057.2,Closed
2015,27/10/2016,23/02/2017,6/3/2017,958.4,0,958.4,Closed
2015,23/05/2016,28/03/2017,30/03/2017,273.43,0,273.43,Closed
2015,22/08/2016,22/08/2017,,0,0,0,Closed
2015,22/08/2016,22/08/2017,,0,0,0,Closed
2015,29/06/2016,2/10/2017,6/10/2017,366,0,366,Closed
2015,20/08/2016,18/10/2017,27/10/2017,349,0,349,Closed
2014,3/11/2014,7/11/2014,10/3/2015,92.46,0,92.46,Closed
2014,11/11/2014,11/11/2014,1/4/2015,300,0,300,Closed
2014,1/11/2014,27/11/2014,,0,0,0,Closed
2014,1/11/2014,27/11/2014,18/12/2014,268.85,0,268.85,Closed
2014,2/12/2014,2/12/2014,7/5/2015,919,0,919,Closed
2014,8/12/2014,8/12/2014,30/06/2015,514.34,0,514.34,Closed
2014,18/11/2014,16/12/2014,31/12/2014,1607.26,0,1607.26,Closed
2014,13/11/2014,22/12/2014,9/1/2015,101.4,0,101.4,Closed
2014,2/12/2014,22/12/2014,9/1/2015,1249,0,1249,Closed
2014,20/12/2014,20/12/2014,5/2/2015,621.49,0,621.49,Closed
2014,5/12/2014,22/12/2014,,0,0,0,Closed
2014,10/11/2014,29/12/2014,,0,0,0,Closed
2014,23/12/2014,28/12/2014,12/2/2015,928.21,0,928.21,Closed
2014,23/12/2014,28/12/2014,12/2/2015,206.35,0,206.35,Closed
2014,12/11/2014,28/12/2014,27/02/2015,756.82,0,756.82,Closed
2014,13/11/2014,28/12/2014,27/02/2015,714.33,0,714.33,Closed
2014,23/11/2014,6/1/2015,7/1/2015,154.6,0,154.6,Closed
2014,12/11/2014,6/1/2015,6/2/2015,955,0,955,Closed
2014,30/11/2014,6/1/2015,5/2/2015,328.05,0,328.05,Closed
2014,3/1/2015,3/1/2015,14/04/2015,137,0,137,Closed
2014,6/1/2015,10/1/2015,14/04/2015,300,0,300,Closed
2014,3/1/2015,13/01/2015,5/2/2015,401.19,0,401.19,Closed
2014,9/1/2015,9/1/2015,7/5/2015,1020.37,0,1020.37,Closed
2014,22/01/2015,22/01/2015,10/6/2015,2487.67,0,2487.67,Closed
2014,16/12/2014,9/2/2015,17/02/2015,600,0,600,Closed
2014,17/02/2015,17/02/2015,22/06/2015,300,0,300,Closed
2014,30/01/2015,18/02/2015,3/3/2015,802.85,0,802.85,Closed
2014,8/2/2015,23/02/2015,2/3/2015,149.15,0,149.15,Closed
2014,12/2/2015,24/02/2015,4/3/2015,165.72,0,165.72,Closed
2014,26/11/2014,25/02/2015,5/3/2015,296.62,0,296.62,Closed
2014,3/2/2015,3/3/2015,19/03/2015,816.91,0,816.91,Closed
2014,12/11/2014,3/3/2015,,0,0,0,Closed
2014,15/02/2015,11/3/2015,,0,0,0,Closed
2014,13/03/2015,14/03/2015,3/7/2015,919,0,919,Closed
2014,1/2/2015,17/03/2015,10/4/2015,1394,0,1394,Closed
2014,9/2/2015,18/03/2015,,0,0,0,Closed
2014,14/02/2015,24/03/2015,1/4/2015,160.55,0,160.55,Closed
2014,16/02/2015,27/03/2015,7/4/2015,809.95,0,809.95,Closed
2014,31/03/2015,31/03/2015,13/05/2015,349.24,0,349.24,Closed
2014,30/01/2015,31/03/2015,9/4/2015,583.87,0,583.87,Closed
2014,11/11/2014,31/03/2015,9/4/2015,397.94,0,397.94,Closed
2014,9/4/2015,9/4/2015,6/7/2015,300,0,300,Closed
2014,14/04/2015,14/04/2015,24/07/2015,137,0,137,Closed
2014,2/3/2015,23/04/2015,24/06/2015,606.53,0,606.53,Closed
2014,14/03/2015,28/04/2015,4/5/2015,1555.7,0,1555.7,Closed
2014,18/11/2014,30/04/2015,,0,0,0,Closed
2014,13/04/2015,6/5/2015,18/05/2015,6523.3,0,6523.3,Closed
2014,29/04/2015,11/5/2015,22/05/2015,920,0,920,Closed
2014,10/2/2015,11/5/2015,27/05/2015,1797.06,0,1797.06,Closed
2014,27/04/2015,13/05/2015,16/07/2015,2348.45,0,2348.45,Closed
2014,15/05/2015,16/05/2015,7/3/2016,10977.93,0,10977.93,Closed
2014,8/5/2015,15/05/2015,15/06/2015,800,0,800,Closed
2014,17/04/2015,22/05/2015,28/05/2015,338.55,0,338.55,Closed
2014,6/4/2015,27/05/2015,9/11/2015,4018.61,0,4018.61,Closed
2014,15/05/2015,1/6/2015,9/6/2015,58.51,0,58.51,Closed
2014,5/1/2015,1/6/2015,9/9/2015,690,0,690,Closed
2014,4/6/2015,4/6/2015,23/10/2015,2677.14,0,2677.14,Closed
2014,23/04/2015,12/6/2015,,0,0,0,Closed
2014,25/05/2015,12/6/2015,,0,0,0,Closed
2014,5/6/2015,17/06/2015,21/10/2015,1936.28,0,1936.28,Closed
2014,25/05/2015,12/6/2015,6/7/2015,539.95,0,539.95,Closed
2014,7/6/2015,18/06/2015,30/06/2015,370,0,370,Closed
2014,28/02/2015,22/06/2015,9/9/2015,233.03,0,233.03,Closed
2014,12/5/2015,23/06/2015,13/08/2015,232.96,0,232.96,Closed
2014,14/04/2015,26/06/2015,29/07/2015,2793.02,0,2793.02,Closed
2014,29/06/2015,29/06/2015,2/11/2015,300,0,300,Closed
2014,9/11/2014,29/06/2015,6/7/2015,528.95,0,528.95,Closed
2014,19/02/2015,1/7/2015,18/08/2015,552.23,0,552.23,Closed
2014,7/7/2015,7/7/2015,28/10/2015,137,0,137,Closed
2014,20/06/2015,6/7/2015,9/7/2015,1279.39,0,1279.39,Closed
2014,13/06/2015,7/7/2015,23/07/2015,1178.67,0,1178.67,Closed
2014,30/06/2015,13/07/2015,18/09/2015,226.1,0,226.1,Closed
2014,14/07/2015,14/07/2015,3/12/2015,137,0,137,Closed
2014,11/6/2015,20/07/2015,18/09/2015,1394,0,1394,Closed
2014,16/07/2015,22/07/2015,,0,0,0,Closed
2014,26/06/2015,22/07/2015,,0,0,0,Closed
2014,25/07/2015,28/07/2015,26/10/2015,1582.83,0,1582.83,Closed
2014,30/06/2015,31/07/2015,10/8/2015,279,0,279,Closed
2014,29/04/2015,31/07/2015,10/8/2015,11.32,0,11.32,Closed
2014,29/07/2015,29/07/2015,20/07/2016,731.99,0,731.99,Closed
2014,12/3/2015,7/8/2015,24/08/2015,200.55,0,200.55,Closed
2014,2/6/2015,10/8/2015,25/08/2015,26.86,0,26.86,Closed
2014,9/8/2015,9/8/2015,6/4/2016,609,0,609,Closed
2014,17/08/2015,17/08/2015,21/01/2016,1010.9,0,1010.9,Closed
2014,3/7/2015,17/08/2015,17/11/2015,80,0,80,Closed
2014,20/08/2015,20/08/2015,15/03/2016,643.62,0,643.62,Closed
2014,26/06/2015,20/08/2015,1/9/2015,1171,0,1171,Closed
2014,14/07/2015,20/08/2015,27/08/2015,3576,0,3576,Closed
2014,14/07/2015,17/08/2015,10/9/2015,1581,0,1581,Closed
2014,15/08/2015,14/09/2015,15/10/2015,852.64,0,852.64,Closed
2014,19/06/2015,14/09/2015,23/10/2015,920.87,0,920.87,Closed
2014,17/07/2015,14/09/2015,22/09/2015,727.84,0,727.84,Closed
2014,17/07/2015,14/09/2015,,0,0,0,Closed
2014,17/09/2015,17/09/2015,6/1/2016,300,0,300,Closed
2014,14/11/2014,21/09/2015,12/10/2015,103.36,0,103.36,Closed
2014,22/08/2015,23/09/2015,5/10/2015,371.23,0,371.23,Closed
2014,3/7/2015,23/09/2015,5/10/2015,207.98,0,207.98,Closed
2014,11/5/2015,6/10/2015,19/10/2015,238.81,0,238.81,Closed
2014,7/10/2015,7/10/2015,25/01/2016,10419.95,0,10419.95,Closed
2014,18/09/2015,12/10/2015,6/11/2015,4000,0,4000,Closed
2014,15/05/2015,12/10/2015,,0,0,0,Closed
2014,27/05/2015,14/10/2015,19/10/2015,536.87,0,536.87,Closed
2014,31/03/2015,14/10/2015,,0,0,0,Closed
2014,8/7/2015,14/10/2015,,0,0,0,Closed
2014,27/09/2015,14/10/2015,17/11/2015,1358.97,0,1358.97,Closed
2014,4/9/2015,16/10/2015,,0,0,0,Closed
2014,4/9/2015,16/10/2015,17/11/2015,1126.83,0,1126.83,Closed
2014,6/4/2015,27/05/2015,9/11/2015,1344.71,0,1344.71,Closed
2014,3/8/2015,21/10/2015,27/10/2015,213.54,0,213.54,Closed
2014,12/7/2015,21/10/2015,27/10/2015,319.8,0,319.8,Closed
2014,24/08/2015,21/10/2015,,0,0,0,Closed
2014,24/10/2015,24/10/2015,27/01/2016,2543.94,0,2543.94,Closed
2014,29/09/2015,28/10/2015,5/11/2015,648.29,0,648.29,Closed
2014,14/10/2015,28/10/2015,18/01/2016,773.9,0,773.9,Closed
2014,18/08/2015,29/10/2015,6/11/2015,2182.02,0,2182.02,Closed
2014,29/10/2015,29/10/2015,30/03/2016,300,0,300,Closed
2014,11/7/2015,4/11/2015,2/12/2015,241,0,241,Closed
2014,6/10/2015,28/10/2015,11/11/2015,702.92,0,702.92,Closed
2014,3/7/2015,9/11/2015,23/11/2015,19831.19,0,19831.19,Closed
2014,21/09/2015,9/11/2015,23/11/2015,399,0,399,Closed
2014,1/11/2015,9/11/2015,27/06/2016,300,0,300,Closed
2014,30/09/2015,25/11/2015,4/12/2015,746.92,0,746.92,Closed
2014,2/7/2015,27/11/2015,8/12/2015,817.36,0,817.36,Closed
2014,1/11/2015,29/11/2015,21/07/2016,137,0,137,Closed
2014,18/09/2015,30/11/2015,8/12/2015,806.86,0,806.86,Closed
2014,6/8/2015,1/12/2015,9/12/2015,1332.09,0,1332.09,Closed
2014,1/11/2015,7/12/2015,23/05/2016,539.65,0,539.65,Closed
2014,6/6/2015,21/12/2015,,0,0,0,Closed
2014,3/6/2015,23/12/2015,,0,0,0,Closed
2014,15/07/2015,23/12/2015,,0,0,0,Closed
2014,13/02/2015,21/12/2015,7/1/2016,459.94,0,459.94,Closed
2014,26/08/2015,23/12/2015,,0,0,0,Closed
2014,21/08/2015,23/12/2015,,0,0,0,Closed
2014,27/05/2015,29/12/2015,9/3/2016,287.55,0,287.55,Closed
2014,11/4/2015,4/1/2016,,0,0,0,Closed
2014,4/1/2015,4/1/2016,11/2/2016,455.13,0,455.13,Closed
2014,26/10/2015,5/1/2016,7/1/2016,561,0,561,Closed
2014,23/10/2015,5/1/2016,7/1/2016,685.53,0,685.53,Closed
2014,5/9/2015,6/1/2016,28/01/2016,322.7,0,322.7,Closed
2014,29/06/2015,11/1/2016,4/2/2016,1094.59,0,1094.59,Closed
2014,6/9/2015,12/1/2016,15/01/2016,19.26,0,19.26,Closed
2014,6/9/2015,12/1/2016,15/01/2016,203.08,0,203.08,Closed
2014,26/08/2015,13/01/2016,,0,0,0,Closed
2014,4/5/2015,14/01/2016,15/02/2016,154.52,0,154.52,Closed
2014,11/7/2015,21/01/2016,5/2/2016,199.83,0,199.83,Closed
2014,27/10/2015,2/2/2016,10/2/2016,105.65,0,105.65,Closed
2014,4/7/2015,4/2/2016,11/2/2016,239.55,0,239.55,Closed
2014,17/09/2015,5/2/2016,11/2/2016,1201.55,0,1201.55,Closed
2014,12/10/2015,23/02/2016,,0,0,0,Closed
2014,14/10/2015,13/04/2016,19/04/2016,717.9,0,717.9,Closed
2014,2/5/2015,2/5/2016,17/05/2016,349,0,349,Closed
2014,22/10/2015,14/06/2016,8/8/2016,269.1,0,269.1,Closed
2014,24/04/2015,24/06/2016,15/07/2016,293.95,0,293.95,Closed
2014,12/6/2015,30/06/2016,15/09/2016,180.92,0,180.92,Closed
2014,16/07/2015,13/07/2016,,0,0,0,Closed
2014,21/09/2015,2/9/2016,19/09/2016,971.65,0,971.65,Closed
2014,16/08/2015,16/11/2016,12/12/2016,767.23,0,767.23,Closed
2014,16/08/2015,16/11/2016,12/12/2016,1410.41,0,1410.41,Closed
2013,21/11/2013,25/11/2013,13/03/2014,300,0,300,Closed
2013,27/11/2013,27/11/2013,2/9/2014,27901.83,0,27901.83,Closed
2013,3/1/2014,6/1/2014,21/01/2016,58710.11,0,58710.11,Closed
2013,8/1/2014,8/1/2014,22/07/2014,74015.35,0,74015.35,Closed
2013,7/3/2014,10/6/2014,,0,0,0,Closed
2013,14/04/2014,10/6/2014,24/06/2014,370.04,0,370.04,Closed
2013,27/05/2014,11/6/2014,8/9/2014,1106.64,0,1106.64,Closed
2013,10/5/2014,11/6/2014,8/10/2014,448.99,0,448.99,Closed
2013,2/2/2014,13/06/2014,30/06/2014,469.95,0,469.95,Closed
2013,19/02/2014,16/06/2014,27/06/2014,349,0,349,Closed
2013,15/05/2014,17/06/2014,10/7/2014,649,0,649,Closed
2013,8/12/2013,17/06/2014,,0,0,0,Closed
2013,28/04/2014,18/06/2014,10/7/2014,371.61,0,371.61,Closed
2013,29/05/2014,18/06/2014,16/07/2014,1016.64,0,1016.64,Closed
2013,19/06/2014,20/06/2014,1/8/2014,1361.98,0,1361.98,Closed
2013,19/06/2014,23/06/2014,28/08/2014,919,0,919,Closed
2013,13/05/2014,25/06/2014,9/10/2014,1400,0,1400,Closed
2013,14/05/2014,26/06/2014,1/7/2014,19,0,19,Closed
2013,28/05/2014,27/06/2014,22/09/2014,3120.03,0,3120.03,Closed
2013,22/05/2014,30/06/2014,8/8/2014,544.57,0,544.57,Closed
2013,27/06/2014,1/7/2014,21/08/2014,460.02,0,460.02,Closed
2013,20/04/2014,3/7/2014,8/7/2014,220.09,0,220.09,Closed
2013,4/6/2014,8/7/2014,14/07/2014,567.2,0,567.2,Closed
2013,26/06/2014,8/7/2014,5/9/2014,137,0,137,Closed
2013,13/06/2014,9/7/2014,14/11/2014,552.73,0,552.73,Closed
2013,14/05/2014,11/7/2014,16/07/2014,1031.49,0,1031.49,Closed
2013,11/7/2014,11/7/2014,12/2/2015,919,0,919,Closed
2013,16/07/2014,16/07/2014,21/04/2015,919,0,919,Closed
2013,21/06/2014,23/07/2014,5/8/2014,159.2,0,159.2,Closed
2013,23/06/2014,25/07/2014,7/8/2014,373.95,0,373.95,Closed
2013,17/07/2014,29/07/2014,11/8/2014,1049,0,1049,Closed
2013,3/7/2014,4/8/2014,,0,0,0,Closed
2013,19/06/2014,6/8/2014,24/09/2014,955.65,0,955.65,Closed
2013,7/7/2014,6/8/2014,20/08/2014,1133.79,0,1133.79,Closed
2013,9/8/2014,9/8/2014,12/2/2015,137,0,137,Closed
2013,9/8/2014,11/8/2014,17/11/2014,528.66,0,528.66,Closed
